SMILES,logs,reduction potential,SA,overall performance↑,smarts_filter
O=[N+]([O-])c1ccc(C(=O)CN)cc1,-1.5327726602554321,-1.3100930452346802,1.8655870027560795,3.658145424651913,0.0
O=[N+]([O-])c1ccc(F)cc1C(=O)O,-1.5945193767547607,-1.3284635543823242,1.814732057701132,3.653382145677946,0.0
CN(C)C(=O)c1ccc([N+](=O)[O-])cc1C=O,-1.2217636108398438,-1.313515067100525,2.2321957280955846,3.6519010526863522,0.0
CN/C(=[NH+]\C)N1CCN(C)CC1,0.2059497833251953,-1.2489389181137085,3.5878940089602853,3.651593361059233,0.0
CN(C)C(=O)c1ccc(CN)cc1[N+](=O)[O-],-0.7647464275360107,-1.6251506805419922,2.0964308929307496,3.6488521318449254,0.0
CCN1CCN(CC/[NH+]=C(\NCC2CN(C(=O)CN)C2)NCCO)CC1,-0.07286477088928223,-1.2762316465377808,3.4352345474194035,3.644436397476688,0.0
CCNC(=O)CCCNC(C)=[NH2+],-0.005705118179321289,-0.987998366355896,2.933420407561684,3.643687120697079,0.0
NC(=[NH2+])NCc1cccnc1,-0.482316255569458,-1.412419319152832,2.8649432643369313,3.6427901841787946,0.0
O=[N+]([O-])c1ccccc1,-1.7272043228149414,-1.5759704113006592,1.3167480072255575,3.6404106847358184,0.0
O=C(NCCO)c1ccc(N(=O)=O)cc1,-1.7926609516143799,-1.3704527616500854,1.6657837754643303,3.6400649749621117,0.0
NC(=[NH2+])Cc1ccc(O)cc1,-0.6016614437103271,-1.4174145460128784,2.785277259374153,3.6378232204889764,0.0
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.76333749294281,-1.422724723815918,1.6294032664923428,3.636180979293301,0.0
NC(=[NH2+])NCc1ccc(N)cc1,-0.6607828140258789,-1.4309568405151367,2.7179233795896565,3.6359380125354193,0.0
NC(=[NH2+])c1ccc(N)cc1,-0.7105324268341064,-1.3513199090957642,2.8976796230857698,3.6289148131888593,0.0
CCN1CCN(CC[NH+]=C(\NCC2CN(C(=O)CN)C2)NCC(O)(C)C)CC1,-0.19225192070007324,-1.3015745878219604,3.5175739782290965,3.6287024925426907,0.0
O=C(CO)c1ccc([N+](=O)[O-])cc1S(=O)(=O)O,-0.9518072605133057,-1.1030582189559937,2.3706812671552413,3.628362791024344,0.0
O=[N+]([O-])c1cc(C(O)=O)ccc1,-1.8729116916656494,-1.4393796920776367,1.5713958883309154,3.6276933035848162,0.0
NCc1cc(C(N)=[NH2+])ccc1OC,-0.8917373418807983,-1.306008219718933,2.8309724972615733,3.626527372141976,0.0
O=[N+]([O-])c1ccccc1F,-1.5317541360855103,-1.5958691835403442,1.6200744948806403,3.625643300195316,0.0
CC(C)NC(=O)CCCNC(N)=[NH2+],-0.16067171096801758,-0.9646803140640259,2.9148497047599573,3.6253839212400076,0.0
CNC(=[NH2+])N(C)C1CC(N)C1,0.3928194046020508,-1.2504053115844727,4.051806380253273,3.624182364751772,0.0
CC[C@@H](CO)NC(=[NH2+])NC(=O)NCCN,0.0400393009185791,-1.289358139038086,3.7805288820309677,3.6238226696963785,0.0
CN(C)C(=O)c1c([N+](=O)[O-])cnn1C,-0.5389318466186523,-1.6484274864196777,2.5433421241536767,3.6220871056388315,0.0
CCN1CCN(CC/[NH+]=C(\NCC2CN(C(=O)CO)C2)NC)CC1,-0.34290552139282227,-1.2991689443588257,3.440637396412522,3.6214794970912307,0.0
CNC(=[NH2+])N(C)C1CC(O)C1,0.35628533363342285,-1.2134348154067993,3.9732640725609656,3.6209890891886056,0.0
CCOC(=O)CNC(C)=[NH2+],0.14082598686218262,-0.8926295042037964,3.1297001359062833,3.619638485936349,0.0
CCNC(=[NH2+])NCCCCOC,0.12505125999450684,-0.8931595087051392,3.1162058970721738,3.619516438033261,0.0
CN/C(NCCCO)=[NH+]/C,0.3044767379760742,-1.2965123653411865,4.083218084624232,3.618638230676371,0.0
CCN/C(NCCO)=[NH+]\C,0.31639575958251953,-1.2556675672531128,4.062530905137052,3.6165199988951695,0.0
O=C(N[C@@H](C)CO)c1ccc([N+](=O)[O-])o1,-1.0861852169036865,-1.3056535720825195,2.7596381128001983,3.6142869526131074,0.0
CC[C@@H](CO)NC(=[NH2+])NC(=O)NCCO,-0.10609936714172363,-1.2810137271881104,3.7238704204925064,3.613205766674199,0.0
CCNC(=O)c1ccc([N+](=O)[O-])cc1C(=O)C,-1.9203239679336548,-1.3069275617599487,1.9603188895328643,3.6105502019013582,0.0
NC(=[NH2+])Nc1ccc(F)cc1,-1.3384751081466675,-1.306533694267273,2.5671218747587687,3.608133562856002,0.0
O=[N+]([O-])c1ccc(C(=O)NCCOC)cc1,-2.1109507083892822,-1.3915518522262573,1.638501272551128,3.6067444314607076,0.0
CC(=O)Nc1ccc(F)cc1[N+](=O)[O-],-2.046560287475586,-1.350402593612671,1.7996780908896426,3.605295643440943,0.0
CN(C)C(=[NH2+])c1cccnc1,-0.8164688348770142,-1.3007948398590088,3.1307387978356918,3.6051202687569277,0.0
NC(=[NH2+])c1cc(N)ccc1O,-0.851460337638855,-1.3007113933563232,3.112049673167255,3.6035067202481246,0.0
CN/C(NCCO)=[NH+]\C,0.42612433433532715,-1.2954598665237427,4.3827722379947875,3.6034271829388027,0.0
CCOC(=O)c1ccc([N+](=O)[O-])c(CN)n1,-1.5538861751556396,-1.3031171560287476,2.4128382785683673,3.6027041234218498,0.0
CN/C(NCCO)=[NH+]\C(C),0.4472341537475586,-1.249097466468811,4.335489879496025,3.6009939207189157,0.0
CC(C)CNC(=O)CCCNC(N)=[NH2+],-0.49146318435668945,-0.9723550081253052,2.8465296501412016,3.600671718175272,0.0
CNC(=O)c1ccc(cc1)[N+](=O)[O-],-2.2879300117492676,-1.3835493326187134,1.576657332426409,3.5968313990586895,0.0
CCN1CCN(CC[NH+]=C(\NCC2CN(C(=O)CN)C2)NCC(C)C)CC1,-0.6560049057006836,-1.3058134317398071,3.3832828849149443,3.5949085345904757,0.0
O=[N+]([O-])c1ccc(O)cc1,-1.4892957210540771,-1.77652108669281,1.6118539820601292,3.594580812350017,0.0
O=[N+]([O-])c1ccc(C(=O)N)cc1,-2.367684841156006,-1.3566832542419434,1.5733170421770684,3.594563160818304,0.0
CCNC(=[NH2+])N[C@H]1CN(C)C[C@H]1O,0.7550549507141113,-1.0954574346542358,4.4131346741261614,3.593283514589642,0.0
CCOC(=O)NC(=O)C=O,-0.2546985149383545,-1.9197330474853516,2.5772066447820237,3.592862874530892,0.0
CCNC(=[NH2+])CCCOC1=CC=CN=C1,-1.1923177242279053,-1.30144202709198,2.8985946572654555,3.590620356432268,0.0
CN/C(NCCN)=[NH+]\C,0.44445228576660156,-1.2664655447006226,4.477203007225557,3.5900180367942287,0.0
CCOC(=O)c1cnccn1,-0.7662098407745361,-2.050462484359741,1.9329675819547987,3.5799897608551183,0.0
O=[N+]([O-])c1ccccc1C(Br)=O,-2.1184945106506348,-1.2988905906677246,2.1656771383309152,3.57136095323539,0.0
O=C(NCO)c1ccc([N+](=O)[O-])cc1F,-2.133222818374634,-1.2950505018234253,2.1440692726500696,3.571280891262215,0.0
CNC(=[NH2+])N[C@@H]1CN(C)C(O)C1,0.8176178932189941,-1.1085329055786133,4.9552868564042925,3.5479396847971927,0.0
CCNC(=O)c1ccc([N+](=O)[O-])cc1F,-2.6427881717681885,-1.317509412765503,1.8546742726500707,3.5467518730050736,0.0
CNC(=O)c1cc(C(F)(F)F)ccc1[N+](=O)[O-],-2.539181709289551,-1.2963833808898926,2.0563263720503464,3.539725868043989,0.0
O=[N+]([O-])c1ccc(Cl)cc1,-2.8129448890686035,-1.4964205026626587,1.4290744948806413,3.5365139610725436,0.0
Cc1nnc(-c2ccc([N+](=O)[O-])nc2)n1CN,-1.883467197418213,-1.3014979362487793,2.767988349434665,3.5345548580649564,0.0
CCOC(=O)c1ccncc1,-1.143164873123169,-2.2751898765563965,1.585813239523036,3.5320642134241003,0.0
CC(O)CNC(=O)c1ccc([N+](=O)[O-])cc1F,-2.2391765117645264,-1.299493432044983,2.4495327296829927,3.5310277622642445,0.0
O=C(NCCC)C1=CC=C([N+](=O)[O-])C=C1,-3.096426486968994,-1.4004967212677002,1.5502291788414393,3.5152350891654165,0.0
COC(=O)c1cccc(C(=O)N2CCN(C)CC2)c1,-0.565061092376709,-2.6347575187683105,1.6927673760354018,3.507265649405127,0.0
CCCC[NH+]=C(\NC1CCC1)N1CCN(C(=O)[C@@H]2CCCN(C2)C)CC1,-1.3280442953109741,-1.3005141019821167,3.603717591568051,3.506720990915674,0.0
CCOC(=O)c1cc(CN)ccn1,-0.7280402183532715,-2.496326446533203,2.001420519239595,3.4877886369340727,0.0
CCOC(=O)c1ccc([N+](=O)[O-])cc1O,-3.3341777324676514,-1.2979326248168945,1.862137349573148,3.479955016759299,0.0
CCOC(=O)C1=CC=CN=C1,-1.2955037355422974,-2.489361524581909,1.5726191948580226,3.475315402043586,0.0
OC[C@H](N)C#CC(=O)NC(N)=[NH2+],-0.33032941818237305,-1.3015282154083252,4.931024781210572,3.4735589369790407,0.0
CCOC(=O)c1ccc([N+](=O)[O-])cc1F,-3.3891079425811768,-1.261759877204895,1.8083346572654548,3.472607715456316,0.0
CCOCCCNC(=O)C=N,0.4242739677429199,-2.8112053871154785,2.7080987978356923,3.469376439567627,0.0
CC(=O)Nc1ccccc1C(=O)OC,-1.524955153465271,-2.5790977478027344,1.4680202618054992,3.4448829089123763,0.0
CC(=O)N1CC2(CN(C)C(=O)CNC=[NH2+])CC3CCN(C3)C2C1,0.04242086410522461,-1.3036823272705078,5.699446179743238,3.4335610029820973,0.0
CN(C)C(=O)CCC[NH+]=C(NCCN1CCCC1)NC1CCCC(C)C1,-1.9409369230270386,-1.2998069524765015,3.9478011228177046,3.411087585910826,0.0
CCOC(=O)C1=CC=CC(CN)=C1,-1.405552625656128,-2.764301300048828,1.5668282115472856,3.409901656269893,0.0
CCN1C(=O)c2ccccc2NC(=[NH2+])C([C@H](O)CO)NC1,-1.415632724761963,-1.2999625205993652,4.542572937939496,3.404171937849727,0.0
O=[N+]([O-])c1ccc(C(=O)Nc2ccccc2F)cc1,-4.4429216384887695,-1.3736380338668823,1.5263575066594939,3.3883444787117973,0.0
Cc1noc(C)c1C(=O)OCCO,-0.4478304386138916,-3.156883716583252,2.2097905192395952,3.362861160898001,0.0
O=C(NC1=CC=CC=C1)c1ccc([N+](=O)[O-])cc1F,-4.814815521240234,-1.30229914188385,1.6188759391703798,3.3561710255821686,0.0
CN(C)Cc1ccc(NC(=O)OCCO)nc1,-0.4487466812133789,-3.319120407104492,2.183173946816005,3.3329838557761633,0.0
CCOC(=O)c1cnn(C)c1C,-0.49262499809265137,-3.58185076713562,1.9678805037155307,3.297579296392058,0.0
CCOC(=O)c1ccc(C)cc1,-3.0767123699188232,-2.845240592956543,1.2256940089602857,3.2607112435207806,0.0
O=C(Nc1cc(F)c(F)cc1[N+](=O)[O-])c1ccc(Cl)o1,-5.2060065269470215,-1.3000277280807495,2.3132542569299,3.2480461935315583,0.0
CCOC(=O)CNC,0.4564981460571289,-4.405920028686523,1.9958555830621716,3.224880250562191,0.0
COC(=O)Nc1ccc(O)cc1,-1.3534795045852661,-3.793576240539551,1.5649121907784682,3.209445582355716,0.0
CCOC(=O)NCCN,0.6603224277496338,-4.624692440032959,1.9724337764563273,3.203850377122739,0.0
CCOC(=O)CNC(C(C)OC)=O,0.19010686874389648,-4.229681968688965,2.425034676131805,3.190570825523416,0.0
CCOC(=O)CNC(=O)N1CCOCC1,-0.1718592643737793,-4.277978897094727,1.9692111407819386,3.1902971800654827,0.0
COC(=O)CCn1ccnc1,-0.004725217819213867,-4.284708023071289,2.14827527426249,3.1877583461775716,0.0
CCOC(=O)C1CCN(CCO)CC1,-0.0398104190826416,-4.424853324890137,1.844634431845984,3.18658484992911,0.0
CCOC(=O)CCNC,0.11610555648803711,-4.491605758666992,1.8845222379947888,3.1848371801159265,0.0
COC(=O)Cc1ccccc1,-1.9578664302825928,-3.7562203407287598,1.292748227116089,3.18369446611438,0.0
CCOC(=O)C1CCCN1C(=O)C,-0.28832125663757324,-4.166586399078369,2.3730584253237907,3.1605447519881897,0.0
CCOC(=O)N1CCC[C@@H]1C(=O)O,-0.34233784675598145,-4.172120094299316,2.310632051697416,3.1602789912947973,0.0
CCCOC(=O)CNC,-0.11625456809997559,-4.391781806945801,2.112533776456326,3.1587648041552097,0.0
CCNC(=O)CN(C)C(=O)OCC(O)COC,0.6819872856140137,-4.432706356048584,2.829231191221453,3.1587343382295394,0.0
CN(C)C(=N)N1CCCC1,0.7696702480316162,-4.670001029968262,2.534259110265257,3.1495409077829835,0.0
CNC(=O)CCN(C)C(=O)OC,0.7198295593261719,-4.795256614685059,2.256366375303619,3.1472949954652436,0.0
CNC(=N)NCCCOC,0.7138664722442627,-4.572324752807617,2.799556546162693,3.1369660420466334,0.0
CNC(=N)C1CCN(CCO)CC1,0.5773937702178955,-4.5551557540893555,2.759143596162671,3.130793866587651,0.0
NCCNC(=N)NCCO,0.4851710796356201,-4.408748626708984,2.975838597444744,3.1291835228772906,0.0
CN(C)C(=N)NCCCCO,0.7193014621734619,-4.615051746368408,2.8346968880213677,3.1254501081415276,0.0
CNC(=N)NCCO,0.7674870491027832,-4.452875137329102,3.224813824820414,3.1236922949624164,0.0
CNC(=N)NCCOCC,0.7305443286895752,-4.597168922424316,2.9088642384703842,3.122734224537056,0.0
CN(C)C(=N)NCCCO,0.8056004047393799,-4.614006042480469,2.970906053066045,3.1206682266712393,0.0
CNC(=N)NCCCN,0.7806861400604248,-4.578772068023682,3.0760068533794023,3.114713515063366,0.0
CCN(C)C(=N)C,0.9352877140045166,-4.705578804016113,2.9931982471575633,3.1130931858814725,0.0
CCN1CCN(C(=O)OCC)CCC1,0.0563349723815918,-4.878389358520508,1.7947066211950986,3.1104849634145477,0.0
